id,name,description,rarity,sell_value,category,subtype,max_stack,icon_path,weapon_up_draw_path,weapon_down_draw_path,weapon_up_stow_path,weapon_down_stow_path,combo_profile_path,upgrade_rune_slots,has_elemental_rune_slot,rune_kind,rune_element,magic_shape
3123,Ashwood,Smoke-colored wood suited to balanced handles.,Uncommon,5,Crafting,Wood,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3124,Moonpine,Pale pine used in precise weapon work.,Rare,9,Crafting,Wood,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3125,Copper Vein Ore,Fresh copper-bearing ore for expanded crafting recipes.,Common,2,Crafting,Ore,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3126,Iron Ore,Reliable iron ore for weapon and armor work.,Common,3,Crafting,Ore,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3127,Silver Ore,Bright silver ore used in refined gear.,Uncommon,6,Crafting,Ore,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3128,Starsteel Ore,Rare star-flecked ore for heroic arms.,Rare,12,Crafting,Ore,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3129,Emberstone Ore,Heat-bearing ore used in fire-aspected gear.,Rare,12,Crafting,Ore,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
3130,Darkglass Ore,Black glassy ore used in shadow-aspected gear.,Rare,12,Crafting,Ore,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6101,Blighted Wolf Fang,A marked fang saved for a future gather quest.,Quest,0,Quest,Gather,99,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6102,Elder Sap Vial,A sealed vial of sap from an old tree.,Quest,0,Quest,Gather,20,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6103,Broken Canopy Charm,A snapped charm found beneath the canopy.,Quest,0,Quest,Gather,1,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6104,Underroot Survey Token,A stamped token from an underroot survey crew.,Quest,0,Quest,Gather,20,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6105,Sealed Miner Tag,A sealed identification tag from a lost miner.,Quest,0,Quest,Gather,1,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6106,Corrupted Golem Shard,A dark shard chipped from a corrupted golem.,Quest,0,Quest,Gather,20,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6107,Sister Tree Bark Sample,A carefully wrapped bark sample for future study.,Quest,0,Quest,Gather,20,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6108,Lost Scout Ribbon,A weathered ribbon from a missing scout.,Quest,0,Quest,Gather,1,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6109,Glory Dew Crystal,A bright crystal formed from condensed dew.,Quest,0,Quest,Gather,20,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
6110,Shadow-Touched Leaf,A leaf stained by lingering shadow.,Quest,0,Quest,Gather,20,res://ArtAssets/UI/Icons/15.png,,,,,,,,,,
